Level,Category,Sentence
C2,ADJECTIVES/modifying,"The movie was as thrilling as the trailer suggested, leaving the audience on the edge of their seats."
C2,ADJECTIVES/modifying,The dessert was so sweet that it made my teeth ache just thinking about it.
A1,ADJECTIVES/position,I have a red car.
A1,ADJECTIVES/position,She bought a new dress.
A1,ADJECTIVES/position,The big dog is friendly.
A1,ADJECTIVES/position,He lives in a small village.
A1,ADJECTIVES/position,We saw a beautiful sunset.
A1,ADJECTIVES/position,The old house is very quiet.
A1,ADJECTIVES/position,She has a cute kitten.
A1,ADJECTIVES/position,The tall tree is in our garden.
A1,ADJECTIVES/position,My car is fast.
A1,ADJECTIVES/position,The weather is cold.
A1,ADJECTIVES/position,Her house is small.
A1,ADJECTIVES/position,The park is green.
A1,ADJECTIVES/position,The book is interesting.
A1,ADJECTIVES/position,The movie is funny.
A2,ADJECTIVES/position,The main reason for the delay was the traffic.
A2,ADJECTIVES/position,The only option left was to cancel the trip.
A2,ADJECTIVES/position,The main problem was the lack of communication.
A2,ADJECTIVES/position,The only solution was to consult a specialist.
A2,ADJECTIVES/position,The main advantage was the cost-effectiveness.
A2,ADJECTIVES/position,The only disadvantage was the limited time.
A2,ADJECTIVES/position,The main focus was on improving the quality.
A2,ADJECTIVES/position,The only concern was the safety issue.
A2,ADJECTIVES/position,The main objective was to complete the project.
A2,ADJECTIVES/position,The only challenge was the tight deadline.
A2,ADJECTIVES/position,The weather is nice today.
A2,ADJECTIVES/position,She is very intelligent.
A2,ADJECTIVES/position,The cake is delicious.
A2,ADJECTIVES/position,He is always kind.
A2,ADJECTIVES/position,The movie was boring.
A2,ADJECTIVES/position,The park is beautiful.
A2,ADJECTIVES/position,They are happy together.
A2,ADJECTIVES/position,The book is interesting.
A2,ADJECTIVES/position,The coffee is hot.
A2,ADJECTIVES/position,The flowers are pretty.
A2,ADJECTIVES/position,The sky looks beautiful today.
A2,ADJECTIVES/position,She feels happy after her vacation.
A2,ADJECTIVES/position,The cake looks delicious.
A2,ADJECTIVES/position,He feels tired after a long day at work.
A2,ADJECTIVES/position,The flowers look pretty in the garden.
A2,ADJECTIVES/position,I feel excited about the upcoming trip.
A2,ADJECTIVES/position,The dress looks elegant on her.
A2,ADJECTIVES/position,She feels sad about the news.
A2,ADJECTIVES/position,The room looks clean and tidy.
A2,ADJECTIVES/position,I feel cold without my jacket.
B1,ADJECTIVES/position,She felt quite lonely because she was alone at home.
B1,ADJECTIVES/position,The baby was asleep when we arrived at the party.
B1,ADJECTIVES/position,"He was awake all night, thinking about his decision."
B1,ADJECTIVES/position,The old tree in the garden was still alive after all these years.
B1,ADJECTIVES/position,The dog was asleep on the couch when we got home.
B1,ADJECTIVES/position,She was awake when the alarm clock went off.
B1,ADJECTIVES/position,The cat was alive and well after the accident.
B1,ADJECTIVES/position,He was alone in the office when the power went out.
B1,ADJECTIVES/position,The fish in the tank was still alive after a week without food.
B1,ADJECTIVES/position,"She was awake all night, unable to sleep."
B1,ADJECTIVES/position,The main character in the programme is a visiting journalist.
B1,ADJECTIVES/position,"Dear Fiona, I see you are in a complicated situation, aren't you?"
B1,ADJECTIVES/position,The first of them had long dark hair and the second one had short fair curly hair.
B1,ADJECTIVES/position,"In the evening, we used to go to a famous restaurant where you can eat delicious local food."
B1,ADJECTIVES/position,I decided to see the Zorro's Mask because it's an amusing and entertaining action film and love-story.
B1,ADJECTIVES/position,The visiting journalist is the main character in the programme.
B1,ADJECTIVES/position,The complicated situation is causing Fiona a lot of stress.
B1,ADJECTIVES/position,The long dark hair was a striking feature of the first person.
B1,ADJECTIVES/position,The famous restaurant serves delicious local food.
B1,ADJECTIVES/position,The amusing and entertaining action film and love-story is called Zorro's Mask.
B1,ADJECTIVES/position,The new policy makes everyone frustrated.
B1,ADJECTIVES/position,Her jokes always make me happy.
B1,ADJECTIVES/position,The teacher's explanation made the concept clear.
B1,ADJECTIVES/position,His rude behavior made her upset.
B1,ADJECTIVES/position,The surprise party made everyone excited.
B1,ADJECTIVES/position,The movie made the audience sad.
B1,ADJECTIVES/position,His hard work made him successful.
B1,ADJECTIVES/position,The news made her nervous.
B1,ADJECTIVES/position,The gift made her feel special.
B1,ADJECTIVES/position,The exercise made the muscles sore.
B1,ADJECTIVES/position,I want to go somewhere quiet to read my book.
B1,ADJECTIVES/position,There is nothing important to worry about.
B1,ADJECTIVES/position,She looked for something beautiful to wear to the party.
B1,ADJECTIVES/position,We need to find somewhere safe to hide.
B1,ADJECTIVES/position,There is nothing wrong with trying new things.
B1,ADJECTIVES/position,He wanted to go somewhere exciting for his vacation.
B1,ADJECTIVES/position,She couldn't find anything useful in the box.
B1,ADJECTIVES/position,I need to find somewhere comfortable to sit.
B1,ADJECTIVES/position,There is nothing good on the menu tonight.
B1,ADJECTIVES/position,He looked for something interesting to do on the weekend.
B2,ADJECTIVES/position,The weather today is a complete disaster.
B2,ADJECTIVES/position,She had a real talent for drawing.
B2,ADJECTIVES/position,This is an absolute must-see movie.
B2,ADJECTIVES/position,His complete dedication to the project impressed everyone.
B2,ADJECTIVES/position,The room was in absolute chaos after the party.
B2,ADJECTIVES/position,Her real passion for music was evident in her performance.
B2,ADJECTIVES/position,The team's complete focus on the game led to their victory.
B2,ADJECTIVES/position,It was an absolute pleasure to meet you.
B2,ADJECTIVES/position,The complete silence of the forest was eerie.
B2,ADJECTIVES/position,His real concern for the environment was inspiring.
B2,ADJECTIVES/position,I think we all are very concerned about the present situation.
B2,ADJECTIVES/position,"We would like to hear you talk about your novels, your work in general and about your future plans."
B2,ADJECTIVES/position,"In the big hall, in former times, lots of parties took place."
B2,ADJECTIVES/position,The present government is facing numerous challenges.
B2,ADJECTIVES/position,Her future goals are to travel and learn new languages.
B2,ADJECTIVES/position,The former president made significant contributions to the country.
B2,ADJECTIVES/position,The present course of action needs to be reconsidered.
B2,ADJECTIVES/position,His future projects include writing a book and starting a business.
B2,ADJECTIVES/position,The former employee was known for her dedication and hard work.
B2,ADJECTIVES/position,The present economic conditions are affecting many people's livelihoods.
C1,ADJECTIVES/position,The frightened child clung to his mother's arm.
C1,ADJECTIVES/position,The broken vase lay shattered on the floor.
C1,ADJECTIVES/position,The excited crowd cheered loudly for their team.
C1,ADJECTIVES/position,The bored student doodled in his notebook.
C1,ADJECTIVES/position,The surprised look on her face was priceless.
C1,ADJECTIVES/position,The frozen lake glistened in the sunlight.
C1,ADJECTIVES/position,The frightened animals huddled together for warmth.
C1,ADJECTIVES/position,The lost keys were finally found in the car.
C1,ADJECTIVES/position,The exhausted runner collapsed at the finish line.
C1,ADJECTIVES/position,The disappointed fans left the stadium early.
C2,ADJECTIVES/position,The major problem concerns the upcoming exam.
C2,ADJECTIVES/position,"It is located in the very heart of Pisa, in a magnificent ancient building."
C2,ADJECTIVES/position,The minor issue involves the broken elevator.
C2,ADJECTIVES/position,She wore a stunning red dress to the party.
C2,ADJECTIVES/position,He delivered an exceptional speech at the conference.
C2,ADJECTIVES/position,The tiny kitten was incredibly adorable.
C2,ADJECTIVES/position,The massive storm caused extensive damage to the city.
C2,ADJECTIVES/position,She has a unique perspective on the situation.
C2,ADJECTIVES/position,The ancient ruins are a major tourist attraction.
C2,ADJECTIVES/position,The highly skilled surgeon performed the operation flawlessly.
A1,ADJECTIVES/superlatives,She's my best friend.
A1,ADJECTIVES/superlatives,Shahin is my best friend.
A1,ADJECTIVES/superlatives,My best friend is very kind.
A1,ADJECTIVES/superlatives,My best friend loves to travel.
A1,ADJECTIVES/superlatives,My best friend is always there for me.
A1,ADJECTIVES/superlatives,My best friend is the funniest person I know.
A1,ADJECTIVES/superlatives,My best friend is the smartest person I know.
A1,ADJECTIVES/superlatives,My best friend is the most generous person I know.
A1,ADJECTIVES/superlatives,My best friend is the most loyal person I know.
A1,ADJECTIVES/superlatives,My best friend is the most understanding person I know.
A2,ADJECTIVES/superlatives,The most beautiful sunset I have ever seen was in Bali.
A2,ADJECTIVES/superlatives,She is the tallest girl in her class.
A2,ADJECTIVES/superlatives,This is the most delicious cake I've ever tasted.
A2,ADJECTIVES/superlatives,He is the fastest runner on the team.
A2,ADJECTIVES/superlatives,The oldest tree in the park is over 500 years old.
A2,ADJECTIVES/superlatives,This is the most interesting book I've read this year.
A2,ADJECTIVES/superlatives,She is the smartest student in the whole school.
A2,ADJECTIVES/superlatives,This is the smallest apartment I've ever lived in.
A2,ADJECTIVES/superlatives,It's the oldest building in the village.
A2,ADJECTIVES/superlatives,She is the tallest girl in the class.
A2,ADJECTIVES/superlatives,This is the smallest car in the showroom.
A2,ADJECTIVES/superlatives,It's the best restaurant in the town.
A2,ADJECTIVES/superlatives,He is the fastest runner in the school.
A2,ADJECTIVES/superlatives,This is the most beautiful garden in the park.
A2,ADJECTIVES/superlatives,It's the quietest place in the library.
A2,ADJECTIVES/superlatives,She is the smartest student in the university.
A2,ADJECTIVES/superlatives,This is the largest mall in the city.
A2,ADJECTIVES/superlatives,He is the strongest man in the gym.
A2,ADJECTIVES/superlatives,The best movie of the festival was a real surprise.
A2,ADJECTIVES/superlatives,She was the best player of the team.
A2,ADJECTIVES/superlatives,This is the best restaurant of the town.
A2,ADJECTIVES/superlatives,The best song of the album is very popular.
A2,ADJECTIVES/superlatives,He is the best friend of all my friends.
A2,ADJECTIVES/superlatives,The best dessert of the menu is the chocolate cake.
A2,ADJECTIVES/superlatives,This is the best book of the series.
A2,ADJECTIVES/superlatives,She is the best singer of the group.
A2,ADJECTIVES/superlatives,The best part of the story is the ending.
A2,ADJECTIVES/superlatives,This is the best picture of the collection.
A2,ADJECTIVES/superlatives,My relatives gave me presents but the computer game was the best.
A2,ADJECTIVES/superlatives,But Mark's present was the most beautiful!
A2,ADJECTIVES/superlatives,The red dress was the most expensive.
A2,ADJECTIVES/superlatives,The blue car was the fastest.
A2,ADJECTIVES/superlatives,The green apple was the biggest.
A2,ADJECTIVES/superlatives,The yellow banana was the sweetest.
A2,ADJECTIVES/superlatives,The purple flower was the prettiest.
